Country,Item,Text,Type,Region1,Region2,Region3,Region4,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,Region1_Surprisal,Region2_Surprisal,Region3_Surprisal,Region4_Surprisal
DelRio,1,El cadete que insultó al coronel estuvo en el calabozo.,Subject,3,4-5,6,7,8.230893,14.147748,8.091349,12.378655,1.222252,5.455677,8.185845,1.343892,1.914895,7.205461,,8.091349,13.600907,5.455677,8.185845
DelRio,1,El cadete al que el coronel insultó estuvo en el calabozo.,Object-Topicalized,3,5-6,7,8,8.230895,14.147759,7.667318,3.839842,4.273046,4.54518,7.385539,7.88441,1.644494,1.647995,7.899824,7.667318,8.818226,7.385539,7.88441
DelRio,1,El cadete al que insultó el coronel estuvo en el calabozo.,Object-Subject-Inversion,3,5-6,7,8,8.230895,14.147759,7.667318,3.839842,9.569783,1.886302,5.400415,7.115708,1.380116,1.642134,7.774924,7.667318,11.456085,5.400415,7.115708
DelRio,2,El sacerdote que rescató al muchacho nadaba en el río.,Subject,3,4-5,6,7,8.230895,12.961464,2.887667,7.984146,2.643905,7.765688,16.159831,1.090936,0.969529,1.096443,,2.887667,10.628051,7.765688,16.159831
DelRio,2,El sacerdote al que el muchacho rescató nadaba en el río.,Object-Topicalized,3,5-6,7,8,8.230895,12.961464,5.50465,3.685527,3.308557,11.280444,7.184211,12.120356,0.803026,0.863261,0.955415,5.50465,14.589001,7.184211,12.120356
DelRio,2,El sacerdote al que rescató el muchacho nadaba en el río.,Object-Subject-Inversion,3,5-6,7,8,8.230895,12.961464,5.50465,3.685527,9.260041,1.683854,8.412727,14.110595,1.066764,0.673404,0.891491,5.50465,10.943895,8.412727,14.110595
DelRio,3,El cantante que empujó al escritor conduce un coche rojo.,Subject,3,4-5,6,7,8.230895,10.814626,3.257122,9.934334,1.997844,7.985484,13.358628,2.57139,3.714985,5.827316,,3.257122,11.932178,7.985484,13.358628
DelRio,3,El cantante al que el escritor empujó conduce un coche rojo.,Object-Topicalized,3,5-6,7,8,8.230895,10.814626,7.27007,0.573787,3.777566,6.553968,11.938223,13.769427,1.768876,2.673428,5.932982,7.27007,10.331534,11.938223,13.769427
DelRio,3,El cantante al que empujó el escritor conduce un coche rojo.,Object-Subject-Inversion,3,5-6,7,8,8.230895,10.814626,7.27007,0.573787,10.389762,1.951267,7.346868,12.066675,2.206071,2.609074,5.413108,7.27007,12.341029,7.346868,12.066675
DelRio,4,El marinero que ofendió al concejal odia a los políticos.,Subject,3,4-5,6,7,8.230893,13.89292,3.602364,10.620836,1.535885,8.481852,12.794655,0.990284,1.119825,1.501739,,3.602364,12.156721,8.481852,12.794655
DelRio,4,El marinero al que el concejal ofendió odia a los políticos.,Object-Topicalized,3,5-6,7,8,8.230895,13.892916,5.923477,1.480728,3.614669,9.584227,11.450302,12.202305,0.874312,0.912981,1.210533,5.923477,13.198896,11.450302,12.202305
DelRio,4,El marinero al que ofendió el concejal odia a los políticos.,Object-Subject-Inversion,3,5-6,7,8,8.230895,13.892916,5.923477,1.480728,10.228281,1.768133,7.06441,11.937714,1.041672,1.166517,0.846997,5.923477,11.996414,7.06441,11.937714
DelRio,5,El joyero que delató al perista confiaba en la justicia.,Subject,3,4-5,6,7,8.230893,13.078892,6.106395,10.93536,3.307629,13.162092,15.531694,0.347246,1.973778,3.339394,,6.106395,14.242989,13.162092,15.531694
DelRio,5,El joyero al que el perista delató confiaba en la justicia.,Object-Topicalized,3,5-6,7,8,8.230895,13.078891,7.741257,4.332319,5.219095,16.560881,16.876119,13.858001,0.20184,1.958901,2.985687,7.741257,21.779976,16.876119,13.858001
DelRio,5,El joyero al que delató el perista confiaba en la justicia.,Object-Subject-Inversion,3,5-6,7,8,8.230895,13.078891,7.741257,4.332319,9.719985,1.528812,11.81708,15.024346,0.303382,2.01171,3.35247,7.741257,11.248797,11.81708,15.024346
DelRio,6,El político que elogiaba al ciclista tuvo un grave percance.,Subject,3,4-5,6,7,8.230893,12.236979,4.091962,11.609351,2.446009,10.663256,8.527771,2.43114,5.000984,3.771268,,4.091962,14.05536,10.663256,8.527771
DelRio,6,El político al que el ciclista elogiaba tuvo un grave percance.,Object-Topicalized,3,5-6,7,8,8.230895,12.236973,6.290773,2.667866,3.337725,10.361638,9.463552,8.027175,2.143974,5.279128,4.011119,6.290773,13.699363,9.463552,8.027175
DelRio,6,El político al que elogiaba el ciclista tuvo un grave percance.,Object-Subject-Inversion,3,5-6,7,8,8.230895,12.236973,6.290773,2.667866,12.449279,2.10795,11.147372,8.565836,2.546311,4.829255,3.613747,6.290773,14.557229,11.147372,8.565836
DelRio,7,El anciano que agredió al borracho paseaba por la calle.,Subject,3,4-5,6,7,8.230893,15.135967,3.384604,10.544076,3.018057,8.755022,11.5358,1.868158,1.116782,0.522416,,3.384604,13.562133,8.755022,11.5358
DelRio,7,El anciano al que el borracho agredió paseaba por la calle.,Object-Topicalized,3,5-6,7,8,8.230895,15.135965,5.467532,2.466565,3.687037,9.592102,6.213478,12.981843,1.550362,1.027508,0.771107,5.467532,13.279139,6.213478,12.981843
DelRio,7,El anciano al que agredió el borracho paseaba por la calle.,Object-Subject-Inversion,3,5-6,7,8,8.230895,15.135965,5.467532,2.466565,7.976499,2.234687,7.664126,11.750194,2.404338,1.204657,0.550571,5.467532,10.211186,7.664126,11.750194
DelRio,8,El alcalde que recibió al empresario declarará ante el juez.,Subject,3,4-5,6,7,8.230893,9.055174,6.176072,6.290098,3.449044,6.514084,15.263586,2.057857,1.28252,0.860392,,6.176072,9.739142,6.514084,15.263586
DelRio,8,El alcalde al que el empresario recibió declarará ante el juez.,Object-Topicalized,3,5-6,7,8,8.230895,9.055181,7.436787,3.195995,3.573641,6.547588,7.984137,14.516168,2.328928,1.1653,0.817324,7.436787,10.121229,7.984137,14.516168
DelRio,8,El alcalde al que recibió el empresario declarará ante el juez.,Object-Subject-Inversion,3,5-6,7,8,8.230895,9.055181,7.436787,3.195995,8.843728,1.624632,8.898602,13.609785,2.351809,1.199455,0.885568,7.436787,10.46836,8.898602,13.609785
DelRio,9,El detective que buscaba al abogado entró en la cafetería.,Subject,3,4-5,6,7,8.230893,12.016137,5.768159,5.221393,2.818642,7.365643,11.490515,0.68053,1.216545,4.568697,,5.768159,8.040035,7.365643,11.490515
DelRio,9,El detective al que el abogado buscaba entró en la cafetería.,Object-Topicalized,3,5-6,7,8,8.230895,12.016132,8.213417,2.790784,3.834092,6.94868,11.291998,10.96549,0.803984,0.728246,5.574328,8.213417,10.782772,11.291998,10.96549
DelRio,9,El detective al que buscaba el abogado entró en la cafetería.,Object-Subject-Inversion,3,5-6,7,8,8.230895,12.016132,8.213417,2.790784,7.359101,2.15806,6.311795,9.766488,0.961391,0.872073,5.209703,8.213417,9.517161,6.311795,9.766488
DelRio,10,El biólogo que visitó al quí­mico trabaja para la ONU.,Subject,3,4-5,6,7,8.230895,13.57946,4.873311,7.692423,4.082067,16.753337,10.132547,3.140725,1.627242,6.464016,,4.873311,11.77449,16.753337,10.132547
DelRio,10,El biólogo al que el quí­mico visitó trabaja para la ONU.,Object-Topicalized,3,5-6,7,8,8.230895,13.57946,6.939539,3.113883,3.611412,14.517953,8.536026,9.123528,2.893176,1.383081,6.729924,6.939539,18.129365,8.536026,9.123528
DelRio,10,El biólogo al que visitó el quí­mico trabaja para la ONU.,Object-Subject-Inversion,3,5-6,7,8,8.230895,13.57946,6.939539,3.113883,8.879198,2.103761,16.795243,10.418402,3.682649,1.433047,6.483031,6.939539,10.982959,16.795243,10.418402
DelRio,11,El taxista que informó al vecino conocía bien el barrio.,Subject,3,4-5,6,7,8.230893,12.902165,2.246708,10.055866,2.598172,8.895175,11.101671,3.323604,1.460997,2.699995,,2.246708,12.654038,8.895175,11.101671
DelRio,11,El taxista al que el vecino informó conocía bien el barrio.,Object-Topicalized,3,5-6,7,8,8.230893,12.902165,5.721537,0.654976,3.82601,7.630234,8.951651,11.883237,3.089825,1.231733,2.178337,5.721537,11.456244,8.951651,11.883237
DelRio,11,El taxista al que informó el vecino conocía bien el barrio.,Object-Subject-Inversion,3,5-6,7,8,8.230893,12.902165,5.721537,0.654976,10.605695,2.289897,7.942167,10.778292,2.534973,1.180527,1.654331,5.721537,12.895592,7.942167,10.778292
DelRio,12,El periodista que atacó al senador reconoció finalmente su error.,Subject,3,4-5,6,7,8.230895,11.807421,5.150598,6.618334,1.767583,4.633799,12.079378,10.088695,1.791902,1.071541,,5.150598,8.385917,4.633799,12.079378
DelRio,12,El periodista al que el senador atacó reconoció finalmente su error.,Object-Topicalized,3,5-6,7,8,8.230895,11.807421,7.06012,2.684868,3.25178,6.063419,8.736806,7.948563,9.304313,2.578193,1.111293,7.06012,9.315199,8.736806,7.948563
DelRio,12,El periodista al que atacó el senador reconoció finalmente su error.,Object-Subject-Inversion,3,5-6,7,8,8.230895,11.807421,7.06012,2.684868,5.024129,1.596701,4.694669,11.705119,9.362829,2.456572,1.615182,7.06012,6.62083,4.694669,11.705119
DelRio,13,El mafioso que protege al empresario conduce un deportivo rojo.,Subject,3,4-5,6,7,8.230895,13.961876,4.737557,7.344033,1.83346,6.67434,13.318559,1.93159,5.741831,3.174762,,4.737557,9.177493,6.67434,13.318559
DelRio,13,El mafioso al que el empresario protege conduce un deportivo rojo.,Object-Topicalized,3,5-6,7,8,8.230895,13.961876,6.398667,2.60341,3.639182,5.739384,11.995099,11.998373,1.688961,5.649905,3.080379,6.398667,9.378566,11.995099,11.998373
DelRio,13,El mafioso al que protege el empresario conduce un deportivo rojo.,Object-Subject-Inversion,3,5-6,7,8,8.230895,13.961876,6.398667,2.60341,9.792753,1.742102,6.687303,13.415742,1.891632,5.51923,3.277993,6.398667,11.534855,6.687303,13.415742
DelRio,14,El fiscal que investiga al reportero ejerció durante la dictadura.,Subject,3,4-5,6,7,8.230893,11.426203,5.986856,1.710794,1.981201,10.504357,11.934324,5.521617,2.264906,0.502992,,5.986856,3.691995,10.504357,11.934324
DelRio,14,El fiscal al que el reportero investiga ejerció durante la dictadura.,Object-Topicalized,3,5-6,7,8,8.230895,11.426208,6.447564,4.777991,3.302336,10.361497,8.417455,11.846154,4.722539,2.89614,0.925531,6.447564,13.663833,8.417455,11.846154
DelRio,14,El fiscal al que investiga el reportero ejerció durante la dictadura.,Object-Subject-Inversion,3,5-6,7,8,8.230895,11.426208,6.447564,4.777991,6.74991,1.419635,11.858205,11.117543,5.331495,2.301953,0.619902,6.447564,8.169545,11.858205,11.117543
DelRio,15,El farmacéutico que asesoró al economista montará una cadena comercial.,Subject,3,4-5,6,7,8.230895,13.548755,4.024095,9.610909,1.815492,9.14254,19.587614,1.70797,2.864922,6.337514,,4.024095,11.426401,9.14254,19.587614
DelRio,15,El farmacéutico al que el economista asesoró montará una cadena comercial.,Object-Topicalized,3,5-6,7,8,8.230895,13.548755,5.941947,4.997544,4.091104,8.242907,8.062151,17.474502,1.148622,2.616417,6.07293,5.941947,12.334011,8.062151,17.474502
DelRio,15,El farmacéutico al que asesoró el economista montará una cadena comercial.,Object-Subject-Inversion,3,5-6,7,8,8.230895,13.548755,5.941947,4.997544,10.740674,2.137399,8.668234,19.941581,1.4742,2.38082,6.035806,5.941947,12.878073,8.668234,19.941581
DelRio,16,El motorista que adelantó al camionero viajaba hacia el camping.,Subject,3,4-5,6,7,8.230895,16.738802,2.321039,7.741149,2.158055,5.483578,11.502709,4.208063,1.174297,11.980644,,2.321039,9.899204,5.483578,11.502709
DelRio,16,El motorista al que el camionero adelantó viajaba hacia el camping.,Object-Topicalized,3,5-6,7,8,8.230895,16.738802,5.425626,1.957641,4.011117,7.36507,7.423932,10.2799,3.512655,1.617266,10.504979,5.425626,11.376187,7.423932,10.2799
DelRio,16,El motorista al que adelantó el camionero viajaba hacia el camping.,Object-Subject-Inversion,3,5-6,7,8,8.230895,16.738802,5.425626,1.957641,9.098211,2.267525,5.572584,11.263055,4.040656,2.119792,10.56127,5.425626,11.365736,5.572584,11.263055
DelRio,17,El traficante que delató al cómplice escapó de la cárcel.,Subject,3,4-5,6,7,8.230895,14.356902,4.991399,7.124656,1.705726,8.150927,10.977834,0.973578,0.56113,0.391023,,4.991399,8.830382,8.150927,10.977834
DelRio,17,El traficante al que el cómplice delató escapó de la cárcel.,Object-Topicalized,3,5-6,7,8,8.230895,14.356902,6.95279,1.559224,3.51658,10.5124,11.970455,9.369268,0.871822,0.490685,0.501698,6.95279,14.02898,11.970455,9.369268
DelRio,17,El traficante al que delató el cómplice escapó de la cárcel.,Object-Subject-Inversion,3,5-6,7,8,8.230895,14.356902,6.95279,1.559224,9.952055,1.716275,6.359597,9.120356,1.061536,0.454527,0.479203,6.95279,11.66833,6.359597,9.120356
DelRio,18,El fotógrafo que admira al pintor expuso en la galería.,Subject,3,4-5,6,7,8.230895,12.503085,3.856641,9.949315,3.091267,4.586871,13.795249,1.390001,1.671502,2.316029,,3.856641,13.040582,4.586871,13.795249
DelRio,18,El fotógrafo al que el pintor admira expuso en la galería.,Object-Topicalized,3,5-6,7,8,8.230895,12.503085,6.314023,1.765089,3.672313,5.824778,6.999246,13.228396,1.634515,1.655231,2.047255,6.314023,9.497091,6.999246,13.228396
DelRio,18,El fotógrafo al que admira el pintor expuso en la galería.,Object-Subject-Inversion,3,5-6,7,8,8.230895,12.503085,6.314023,1.765089,8.609903,2.801038,5.844483,14.119114,1.225486,1.796515,2.335602,6.314023,11.410941,5.844483,14.119114
DelRio,19,El vigilante que lesionó al atracador testificó para la policía.,Subject,3,4-5,6,7,8.230895,12.123733,4.578084,11.494265,2.788305,8.113821,11.182403,5.247162,1.287819,1.928658,,4.578084,14.28257,8.113821,11.182403
DelRio,19,El vigilante al que el atracador lesionó testificó para la policía.,Object-Topicalized,3,5-6,7,8,8.230895,12.123733,6.25684,2.726181,3.327198,10.05259,10.03786,12.293768,5.258862,1.335539,1.227043,6.25684,13.379788,10.03786,12.293768
DelRio,19,El vigilante al que lesionó el atracador testificó para la policía.,Object-Subject-Inversion,3,5-6,7,8,8.230895,12.123733,6.25684,2.726181,11.709495,2.789482,10.995094,11.505361,5.404685,1.209861,1.937448,6.25684,14.498977,10.995094,11.505361
DelRio,20,El policía que criticó al comisario vive en el barrio.,Subject,3,4-5,6,7,8.230893,13.547756,2.231592,8.872974,1.828638,7.265965,11.189337,0.983981,2.295408,2.537721,,2.231592,10.701612,7.265965,11.189337
DelRio,20,El policía al que el comisario criticó vive en el barrio.,Object-Topicalized,3,5-6,7,8,8.230893,13.547756,5.226723,0.827312,3.664856,6.220564,9.392173,9.474835,0.509358,2.054357,1.971163,5.226723,9.88542,9.392173,9.474835
DelRio,20,El policía al que criticó el comisario vive en el barrio.,Object-Subject-Inversion,3,5-6,7,8,8.230893,13.547756,5.226723,0.827312,7.427615,2.088719,7.60033,11.300997,0.476727,2.116233,2.19425,5.226723,9.516334,7.60033,11.300997
