item,condition,position,word,rt,surprisal,length,log_freq,length_lag1,log_freq_lag1,surprisal_lag1,length_lag2,log_freq_lag2,surprisal_lag2
1,orsi,1,El,361.94117647058823,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
1,orsi,2,cadete,410.4313725490196,14.147759,6,-12.803909646285794,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
1,orsi,3,al,387.11764705882354,7.667318,2,-5.2030071867437115,6.0,-12.803909646285794,14.147759,2.0,-3.568433301038069,8.230895
1,orsi,4,que,355.1372549019608,3.839842,3,-3.40822199659912,2.0,-5.2030071867437115,7.667318,6.0,-12.803909646285794,14.147759
1,orsi,5,insultó,482.96078431372547,9.569783,7,-13.720200378159948,3.0,-3.40822199659912,3.839842,2.0,-5.2030071867437115,7.667318
1,orsi,6,el,422.4901960784314,1.886302,2,-3.568433301038069,7.0,-13.720200378159948,9.569783,3.0,-3.40822199659912,3.839842
1,orsi,7,coronel,1007.9411764705883,5.400415,7,-10.154516307339874,2.0,-3.568433301038069,1.886302,7.0,-13.720200378159948,9.569783
1,orsi,8,estuvo,520.0196078431372,7.115708,6,-8.910235779525845,7.0,-10.154516307339874,5.400415,2.0,-3.568433301038069,1.886302
1,orsi,9,en,401.37254901960785,1.380116,2,-3.568433301038069,6.0,-8.910235779525845,7.115708,7.0,-10.154516307339874,5.400415
1,orsi,10,el,405.3333333333333,1.642134,2,-3.568433301038069,2.0,-3.568433301038069,1.380116,6.0,-8.910235779525845,7.115708
1,orsi,11,calabozo.,713.9411764705883,7.774924,9,-12.940041820610373,2.0,-3.568433301038069,1.642134,2.0,-3.568433301038069,1.380116
1,sr,1,El,420.6031746031746,8.230893,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
1,sr,2,cadete,474.36507936507934,14.147748,6,-12.803909646285794,2.0,-3.568433301038069,8.230893,0.0,0.0,0.0
1,sr,3,que,412.0952380952381,8.091349,3,-3.40822199659912,6.0,-12.803909646285794,14.147748,2.0,-3.568433301038069,8.230893
1,sr,4,insultó,496.87301587301585,12.378655,7,-13.720200378159948,3.0,-3.40822199659912,8.091349,6.0,-12.803909646285794,14.147748
1,sr,5,al,442.57142857142856,1.222252,2,-5.2030071867437115,7.0,-13.720200378159948,12.378655,3.0,-3.40822199659912,8.091349
1,sr,6,coronel,742.1111111111111,5.455677,7,-10.154516307339874,2.0,-5.2030071867437115,1.222252,7.0,-13.720200378159948,12.378655
1,sr,7,estuvo,695.4444444444445,8.185845,6,-8.910235779525845,7.0,-10.154516307339874,5.455677,2.0,-5.2030071867437115,1.222252
1,sr,8,en,454.85714285714283,1.343892,2,-3.568433301038069,6.0,-8.910235779525845,8.185845,7.0,-10.154516307339874,5.455677
1,sr,9,el,427.25396825396825,1.914895,2,-3.568433301038069,2.0,-3.568433301038069,1.343892,6.0,-8.910235779525845,8.185845
1,sr,10,calabozo.,833.4761904761905,7.205461,9,-12.940041820610373,2.0,-3.568433301038069,1.914895,2.0,-3.568433301038069,1.343892
1,tor,1,El,351.06382978723406,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
1,tor,2,cadete,464.6170212765957,14.147759,6,-12.803909646285794,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
1,tor,3,al,387.02127659574467,7.667318,2,-5.2030071867437115,6.0,-12.803909646285794,14.147759,2.0,-3.568433301038069,8.230895
1,tor,4,que,400.93617021276594,3.839842,3,-3.40822199659912,2.0,-5.2030071867437115,7.667318,6.0,-12.803909646285794,14.147759
1,tor,5,el,411.93617021276594,4.273046,2,-3.568433301038069,3.0,-3.40822199659912,3.839842,2.0,-5.2030071867437115,7.667318
1,tor,6,coronel,558.7021276595744,4.54518,7,-10.154516307339874,2.0,-3.568433301038069,4.273046,3.0,-3.40822199659912,3.839842
1,tor,7,insultó,1195.531914893617,7.385539,7,-13.720200378159948,7.0,-10.154516307339874,4.54518,2.0,-3.568433301038069,4.273046
1,tor,8,estuvo,700.2765957446809,7.88441,6,-8.910235779525845,7.0,-13.720200378159948,7.385539,7.0,-10.154516307339874,4.54518
1,tor,9,en,443.51063829787233,1.644494,2,-3.568433301038069,6.0,-8.910235779525845,7.88441,7.0,-13.720200378159948,7.385539
1,tor,10,el,422.21276595744683,1.647995,2,-3.568433301038069,2.0,-3.568433301038069,1.644494,6.0,-8.910235779525845,7.88441
1,tor,11,calabozo.,821.2340425531914,7.899824,9,-12.940041820610373,2.0,-3.568433301038069,1.647995,2.0,-3.568433301038069,1.644494
2,orsi,1,El,369.1521739130435,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
2,orsi,2,sacerdote,431.9782608695652,12.961464,9,-10.865822222911689,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
2,orsi,3,al,493.4347826086956,5.50465,2,-5.2030071867437115,9.0,-10.865822222911689,12.961464,2.0,-3.568433301038069,8.230895
2,orsi,4,que,388.2173913043478,3.685527,3,-3.40822199659912,2.0,-5.2030071867437115,5.50465,9.0,-10.865822222911689,12.961464
2,orsi,5,rescató,498.2391304347826,9.260041,7,-13.308692955595822,3.0,-3.40822199659912,3.685527,2.0,-5.2030071867437115,5.50465
2,orsi,6,el,468.3478260869565,1.683854,2,-3.568433301038069,7.0,-13.308692955595822,9.260041,3.0,-3.40822199659912,3.685527
2,orsi,7,muchacho,990.2173913043479,8.412727,8,-10.865822222911689,2.0,-3.568433301038069,1.683854,7.0,-13.308692955595822,9.260041
2,orsi,8,nadaba,639.5434782608696,14.110595,6,-14.967523623359499,8.0,-10.865822222911689,8.412727,2.0,-3.568433301038069,1.683854
2,orsi,9,en,434.45652173913044,1.066764,2,-3.568433301038069,6.0,-14.967523623359499,14.110595,8.0,-10.865822222911689,8.412727
2,orsi,10,el,438.54347826086956,0.673404,2,-3.568433301038069,2.0,-3.568433301038069,1.066764,6.0,-14.967523623359499,14.110595
2,orsi,11,río.,866.3913043478261,0.891491,4,-8.979228651012797,2.0,-3.568433301038069,0.673404,2.0,-3.568433301038069,1.066764
2,sr,1,El,355.12698412698415,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
2,sr,2,sacerdote,451.9047619047619,12.961464,9,-10.865822222911689,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
2,sr,3,que,383.57142857142856,2.887667,3,-3.40822199659912,9.0,-10.865822222911689,12.961464,2.0,-3.568433301038069,8.230895
2,sr,4,rescató,425.1746031746032,7.984146,7,-13.308692955595822,3.0,-3.40822199659912,2.887667,9.0,-10.865822222911689,12.961464
2,sr,5,al,409.6825396825397,2.643905,2,-5.2030071867437115,7.0,-13.308692955595822,7.984146,3.0,-3.40822199659912,2.887667
2,sr,6,muchacho,669.3174603174604,7.765688,8,-10.865822222911689,2.0,-5.2030071867437115,2.643905,7.0,-13.308692955595822,7.984146
2,sr,7,nadaba,542.7460317460317,16.159831,6,-14.967523623359499,8.0,-10.865822222911689,7.765688,2.0,-5.2030071867437115,2.643905
2,sr,8,en,407.0952380952381,1.090936,2,-3.568433301038069,6.0,-14.967523623359499,16.159831,8.0,-10.865822222911689,7.765688
2,sr,9,el,358.6507936507937,0.969529,2,-3.568433301038069,2.0,-3.568433301038069,1.090936,6.0,-14.967523623359499,16.159831
2,sr,10,río.,685.1111111111111,1.096443,4,-8.979228651012797,2.0,-3.568433301038069,0.969529,2.0,-3.568433301038069,1.090936
2,tor,1,El,394.46666666666664,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
2,tor,2,sacerdote,508.45,12.961464,9,-10.865822222911689,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
2,tor,3,al,460.6,5.50465,2,-5.2030071867437115,9.0,-10.865822222911689,12.961464,2.0,-3.568433301038069,8.230895
2,tor,4,que,440.9166666666667,3.685527,3,-3.40822199659912,2.0,-5.2030071867437115,5.50465,9.0,-10.865822222911689,12.961464
2,tor,5,el,434.03333333333336,3.308557,2,-3.568433301038069,3.0,-3.40822199659912,3.685527,2.0,-5.2030071867437115,5.50465
2,tor,6,muchacho,595.95,11.280444,8,-10.865822222911689,2.0,-3.568433301038069,3.308557,3.0,-3.40822199659912,3.685527
2,tor,7,rescató,903.75,7.184211,7,-13.308692955595822,8.0,-10.865822222911689,11.280444,2.0,-3.568433301038069,3.308557
2,tor,8,nadaba,816.1833333333333,12.120356,6,-14.967523623359499,7.0,-13.308692955595822,7.184211,8.0,-10.865822222911689,11.280444
2,tor,9,en,495.43333333333334,0.803026,2,-3.568433301038069,6.0,-14.967523623359499,12.120356,7.0,-13.308692955595822,7.184211
2,tor,10,el,446.6333333333333,0.863261,2,-3.568433301038069,2.0,-3.568433301038069,0.803026,6.0,-14.967523623359499,12.120356
2,tor,11,río.,942.6949152542373,0.955415,4,-8.979228651012797,2.0,-3.568433301038069,0.863261,2.0,-3.568433301038069,0.803026
3,orsi,1,El,393.1372549019608,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
3,orsi,2,cantante,492.62745098039215,10.814626,8,-10.4311202946185,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
3,orsi,3,al,444.80392156862746,7.27007,2,-5.2030071867437115,8.0,-10.4311202946185,10.814626,2.0,-3.568433301038069,8.230895
3,orsi,4,que,432.29411764705884,0.573787,3,-3.40822199659912,2.0,-5.2030071867437115,7.27007,8.0,-10.4311202946185,10.814626
3,orsi,5,empujó,551.2745098039215,10.389762,6,-12.871604659057144,3.0,-3.40822199659912,0.573787,2.0,-5.2030071867437115,7.27007
3,orsi,6,el,490.0980392156863,1.951267,2,-3.568433301038069,6.0,-12.871604659057144,10.389762,3.0,-3.40822199659912,0.573787
3,orsi,7,escritor,1066.137254901961,7.346868,8,-9.923690259853647,2.0,-3.568433301038069,1.951267,6.0,-12.871604659057144,10.389762
3,orsi,8,conduce,727.3921568627451,12.066675,7,-11.055500617931353,8.0,-9.923690259853647,7.346868,2.0,-3.568433301038069,1.951267
3,orsi,9,un,483.45098039215685,2.206071,2,-4.448166437178426,7.0,-11.055500617931353,12.066675,8.0,-9.923690259853647,7.346868
3,orsi,10,coche,478.54901960784315,2.609074,5,-9.808177372731803,2.0,-4.448166437178426,2.206071,7.0,-11.055500617931353,12.066675
3,orsi,11,rojo.,865.8235294117648,5.413108,5,-9.57850969534065,5.0,-9.808177372731803,2.609074,2.0,-4.448166437178426,2.206071
3,sr,1,El,364.73333333333335,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
3,sr,2,cantante,456.0,10.814626,8,-10.4311202946185,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
3,sr,3,que,391.21666666666664,3.257122,3,-3.40822199659912,8.0,-10.4311202946185,10.814626,2.0,-3.568433301038069,8.230895
3,sr,4,empujó,491.3,9.934334,6,-12.871604659057144,3.0,-3.40822199659912,3.257122,8.0,-10.4311202946185,10.814626
3,sr,5,al,436.98333333333335,1.997844,2,-5.2030071867437115,6.0,-12.871604659057144,9.934334,3.0,-3.40822199659912,3.257122
3,sr,6,escritor,579.8333333333334,7.985484,8,-9.923690259853647,2.0,-5.2030071867437115,1.997844,6.0,-12.871604659057144,9.934334
3,sr,7,conduce,719.7666666666667,13.358628,7,-11.055500617931353,8.0,-9.923690259853647,7.985484,2.0,-5.2030071867437115,1.997844
3,sr,8,un,463.0833333333333,2.57139,2,-4.448166437178426,7.0,-11.055500617931353,13.358628,8.0,-9.923690259853647,7.985484
3,sr,9,coche,496.76666666666665,3.714985,5,-9.808177372731803,2.0,-4.448166437178426,2.57139,7.0,-11.055500617931353,13.358628
3,sr,10,rojo.,662.2333333333333,5.827316,5,-9.57850969534065,5.0,-9.808177372731803,3.714985,2.0,-4.448166437178426,2.57139
3,tor,1,El,371.26190476190476,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
3,tor,2,cantante,490.5,10.814626,8,-10.4311202946185,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
3,tor,3,al,407.9761904761905,7.27007,2,-5.2030071867437115,8.0,-10.4311202946185,10.814626,2.0,-3.568433301038069,8.230895
3,tor,4,que,386.95238095238096,0.573787,3,-3.40822199659912,2.0,-5.2030071867437115,7.27007,8.0,-10.4311202946185,10.814626
3,tor,5,el,400.4761904761905,3.777566,2,-3.568433301038069,3.0,-3.40822199659912,0.573787,2.0,-5.2030071867437115,7.27007
3,tor,6,escritor,495.2857142857143,6.553968,8,-9.923690259853647,2.0,-3.568433301038069,3.777566,3.0,-3.40822199659912,0.573787
3,tor,7,empujó,1110.047619047619,11.938223,6,-12.871604659057144,8.0,-9.923690259853647,6.553968,2.0,-3.568433301038069,3.777566
3,tor,8,conduce,767.452380952381,13.769427,7,-11.055500617931353,6.0,-12.871604659057144,11.938223,8.0,-9.923690259853647,6.553968
3,tor,9,un,447.8095238095238,1.768876,2,-4.448166437178426,7.0,-11.055500617931353,13.769427,6.0,-12.871604659057144,11.938223
3,tor,10,coche,426.9761904761905,2.673428,5,-9.808177372731803,2.0,-4.448166437178426,1.768876,7.0,-11.055500617931353,13.769427
3,tor,11,rojo.,824.5238095238095,5.932982,5,-9.57850969534065,5.0,-9.808177372731803,2.673428,2.0,-4.448166437178426,1.768876
4,orsi,1,El,370.0217391304348,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
4,orsi,2,marinero,452.17391304347825,13.892916,8,-12.571355964005505,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
4,orsi,3,al,395.1521739130435,5.923477,2,-5.2030071867437115,8.0,-12.571355964005505,13.892916,2.0,-3.568433301038069,8.230895
4,orsi,4,que,361.5217391304348,1.480728,3,-3.40822199659912,2.0,-5.2030071867437115,5.923477,8.0,-12.571355964005505,13.892916
4,orsi,5,ofendió,462.1304347826087,10.228281,7,-13.838779184903627,3.0,-3.40822199659912,1.480728,2.0,-5.2030071867437115,5.923477
4,orsi,6,el,436.82608695652175,1.768133,2,-3.568433301038069,7.0,-13.838779184903627,10.228281,3.0,-3.40822199659912,1.480728
4,orsi,7,concejal,1028.0434782608695,7.06441,8,-11.605040753878034,2.0,-3.568433301038069,1.768133,7.0,-13.838779184903627,10.228281
4,orsi,8,odia,778.7391304347826,11.937714,4,-11.258283246596648,8.0,-11.605040753878034,7.06441,2.0,-3.568433301038069,1.768133
4,orsi,9,a,493.19565217391306,1.041672,1,-3.7766183684219428,4.0,-11.258283246596648,11.937714,8.0,-11.605040753878034,7.06441
4,orsi,10,los,471.30434782608694,1.166517,3,-4.193060535161258,1.0,-3.7766183684219428,1.041672,4.0,-11.258283246596648,11.937714
4,orsi,11,políticos.,771.2826086956521,0.846997,10,-8.932708635377903,3.0,-4.193060535161258,1.166517,1.0,-3.7766183684219428,1.041672
4,sr,1,El,388.12307692307695,8.230893,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
4,sr,2,marinero,462.7692307692308,13.89292,8,-12.571355964005505,2.0,-3.568433301038069,8.230893,0.0,0.0,0.0
4,sr,3,que,431.03076923076924,3.602364,3,-3.40822199659912,8.0,-12.571355964005505,13.89292,2.0,-3.568433301038069,8.230893
4,sr,4,ofendió,470.84615384615387,10.620836,7,-13.838779184903627,3.0,-3.40822199659912,3.602364,8.0,-12.571355964005505,13.89292
4,sr,5,al,433.26153846153846,1.535885,2,-5.2030071867437115,7.0,-13.838779184903627,10.620836,3.0,-3.40822199659912,3.602364
4,sr,6,concejal,814.2923076923076,8.481852,8,-11.605040753878034,2.0,-5.2030071867437115,1.535885,7.0,-13.838779184903627,10.620836
4,sr,7,odia,591.4615384615385,12.794655,4,-11.258283246596648,8.0,-11.605040753878034,8.481852,2.0,-5.2030071867437115,1.535885
4,sr,8,a,517.3076923076923,0.990284,1,-3.7766183684219428,4.0,-11.258283246596648,12.794655,8.0,-11.605040753878034,8.481852
4,sr,9,los,456.15384615384613,1.119825,3,-4.193060535161258,1.0,-3.7766183684219428,0.990284,4.0,-11.258283246596648,12.794655
4,sr,10,políticos.,792.2307692307693,1.501739,10,-8.932708635377903,3.0,-4.193060535161258,1.119825,1.0,-3.7766183684219428,0.990284
4,tor,1,El,387.4590163934426,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
4,tor,2,marinero,480.5081967213115,13.892916,8,-12.571355964005505,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
4,tor,3,al,401.73770491803276,5.923477,2,-5.2030071867437115,8.0,-12.571355964005505,13.892916,2.0,-3.568433301038069,8.230895
4,tor,4,que,408.8196721311475,1.480728,3,-3.40822199659912,2.0,-5.2030071867437115,5.923477,8.0,-12.571355964005505,13.892916
4,tor,5,el,399.0655737704918,3.614669,2,-3.568433301038069,3.0,-3.40822199659912,1.480728,2.0,-5.2030071867437115,5.923477
4,tor,6,concejal,517.5901639344262,9.584227,8,-11.605040753878034,2.0,-3.568433301038069,3.614669,3.0,-3.40822199659912,1.480728
4,tor,7,ofendió,1182.0983606557377,11.450302,7,-13.838779184903627,8.0,-11.605040753878034,9.584227,2.0,-3.568433301038069,3.614669
4,tor,8,odia,814.4754098360655,12.202305,4,-11.258283246596648,7.0,-13.838779184903627,11.450302,8.0,-11.605040753878034,9.584227
4,tor,9,a,559.5081967213115,0.874312,1,-3.7766183684219428,4.0,-11.258283246596648,12.202305,7.0,-13.838779184903627,11.450302
4,tor,10,los,591.7868852459017,0.912981,3,-4.193060535161258,1.0,-3.7766183684219428,0.874312,4.0,-11.258283246596648,12.202305
4,tor,11,políticos.,797.7868852459017,1.210533,10,-8.932708635377903,3.0,-4.193060535161258,0.912981,1.0,-3.7766183684219428,0.874312
5,orsi,1,El,384.0,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
5,orsi,2,joyero,477.7118644067797,13.078891,6,-14.16082174325269,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
5,orsi,3,al,427.2542372881356,7.741257,2,-5.2030071867437115,6.0,-14.16082174325269,13.078891,2.0,-3.568433301038069,8.230895
5,orsi,4,que,393.0169491525424,4.332319,3,-3.40822199659912,2.0,-5.2030071867437115,7.741257,6.0,-14.16082174325269,13.078891
5,orsi,5,delató,528.0169491525423,9.719985,6,-14.82886300268156,3.0,-3.40822199659912,4.332319,2.0,-5.2030071867437115,7.741257
5,orsi,6,el,475.5762711864407,1.528812,2,-3.568433301038069,6.0,-14.82886300268156,9.719985,3.0,-3.40822199659912,4.332319
5,orsi,7,perista,859.3220338983051,11.81708,7,-18.077091039562287,2.0,-3.568433301038069,1.528812,6.0,-14.82886300268156,9.719985
5,orsi,8,confiaba,712.2542372881356,15.024346,8,-13.078346491987555,7.0,-18.077091039562287,11.81708,2.0,-3.568433301038069,1.528812
5,orsi,9,en,427.0169491525424,0.303382,2,-3.568433301038069,8.0,-13.078346491987555,15.024346,7.0,-18.077091039562287,11.81708
5,orsi,10,la,452.79661016949154,2.01171,2,-3.315937537711332,2.0,-3.568433301038069,0.303382,8.0,-13.078346491987555,15.024346
5,orsi,11,justicia.,983.1016949152543,3.35247,9,-8.72791422273189,2.0,-3.315937537711332,2.01171,2.0,-3.568433301038069,0.303382
5,sr,1,El,374.32835820895525,8.230893,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
5,sr,2,joyero,475.04477611940297,13.078892,6,-14.16082174325269,2.0,-3.568433301038069,8.230893,0.0,0.0,0.0
5,sr,3,que,377.35820895522386,6.106395,3,-3.40822199659912,6.0,-14.16082174325269,13.078892,2.0,-3.568433301038069,8.230893
5,sr,4,delató,449.8955223880597,10.93536,6,-14.82886300268156,3.0,-3.40822199659912,6.106395,6.0,-14.16082174325269,13.078892
5,sr,5,al,443.7014925373134,3.307629,2,-5.2030071867437115,6.0,-14.82886300268156,10.93536,3.0,-3.40822199659912,6.106395
5,sr,6,perista,764.5820895522388,13.162092,7,-18.077091039562287,2.0,-5.2030071867437115,3.307629,6.0,-14.82886300268156,10.93536
5,sr,7,confiaba,654.6716417910447,15.531694,8,-13.078346491987555,7.0,-18.077091039562287,13.162092,2.0,-5.2030071867437115,3.307629
5,sr,8,en,406.23880597014926,0.347246,2,-3.568433301038069,8.0,-13.078346491987555,15.531694,7.0,-18.077091039562287,13.162092
5,sr,9,la,419.4776119402985,1.973778,2,-3.315937537711332,2.0,-3.568433301038069,0.347246,8.0,-13.078346491987555,15.531694
5,sr,10,justicia.,782.955223880597,3.339394,9,-8.72791422273189,2.0,-3.315937537711332,1.973778,2.0,-3.568433301038069,0.347246
5,tor,1,El,415.7111111111111,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
5,tor,2,joyero,516.1333333333333,13.078891,6,-14.16082174325269,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
5,tor,3,al,428.44444444444446,7.741257,2,-5.2030071867437115,6.0,-14.16082174325269,13.078891,2.0,-3.568433301038069,8.230895
5,tor,4,que,459.5111111111111,4.332319,3,-3.40822199659912,2.0,-5.2030071867437115,7.741257,6.0,-14.16082174325269,13.078891
5,tor,5,el,465.15555555555557,5.219095,2,-3.568433301038069,3.0,-3.40822199659912,4.332319,2.0,-5.2030071867437115,7.741257
5,tor,6,perista,729.0888888888888,16.560881,7,-18.077091039562287,2.0,-3.568433301038069,5.219095,3.0,-3.40822199659912,4.332319
5,tor,7,delató,1160.6,16.876119,6,-14.82886300268156,7.0,-18.077091039562287,16.560881,2.0,-3.568433301038069,5.219095
5,tor,8,confiaba,666.7333333333333,13.858001,8,-13.078346491987555,6.0,-14.82886300268156,16.876119,7.0,-18.077091039562287,16.560881
5,tor,9,en,480.6222222222222,0.20184,2,-3.568433301038069,8.0,-13.078346491987555,13.858001,6.0,-14.82886300268156,16.876119
5,tor,10,la,456.35555555555555,1.958901,2,-3.315937537711332,2.0,-3.568433301038069,0.20184,8.0,-13.078346491987555,13.858001
