item,condition,position,word,rt,surprisal,length,log_freq,length_lag1,log_freq_lag1,surprisal_lag1,length_lag2,log_freq_lag2,surprisal_lag2
15,tor,10,cadena,411.96153846153845,2.616417,6,-9.786593801064628,3.0,-4.720581037499419,1.148622,7.0,-15.33419410712991,17.474502
15,tor,11,comercial.,963.7307692307693,6.07293,10,-9.5556515572646,6.0,-9.786593801064628,2.616417,3.0,-4.720581037499419,1.148622
16,orsi,1,El,367.84313725490193,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
16,orsi,2,motorista,534.9411764705883,16.738802,9,-14.39176398705272,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
16,orsi,3,al,437.15686274509807,5.425626,2,-5.2030071867437115,9.0,-14.39176398705272,16.738802,2.0,-3.568433301038069,8.230895
16,orsi,4,que,434.98039215686276,1.957641,3,-3.40822199659912,2.0,-5.2030071867437115,5.425626,9.0,-14.39176398705272,16.738802
16,orsi,5,adelantó,559.2549019607843,9.098211,8,-12.639937228160036,3.0,-3.40822199659912,1.957641,2.0,-5.2030071867437115,5.425626
16,orsi,6,el,424.80392156862746,2.267525,2,-3.568433301038069,8.0,-12.639937228160036,9.098211,3.0,-3.40822199659912,1.957641
16,orsi,7,camionero,972.6078431372549,5.572584,9,-13.333084408719982,2.0,-3.568433301038069,2.267525,8.0,-12.639937228160036,9.098211
16,orsi,8,viajaba,729.4901960784314,11.263055,7,-12.480509491231933,9.0,-13.333084408719982,5.572584,2.0,-3.568433301038069,2.267525
16,orsi,9,hacia,447.88235294117646,4.040656,5,-7.851931214345828,7.0,-12.480509491231933,11.263055,9.0,-13.333084408719982,5.572584
16,orsi,10,el,478.0,2.119792,2,-3.568433301038069,5.0,-7.851931214345828,4.040656,7.0,-12.480509491231933,11.263055
16,orsi,11,camping.,674.6862745098039,10.56127,8,-12.986958740398125,2.0,-3.568433301038069,2.119792,5.0,-7.851931214345828,4.040656
16,sr,1,El,402.71153846153845,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
16,sr,2,motorista,550.9615384615385,16.738802,9,-14.39176398705272,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
16,sr,3,que,442.2307692307692,2.321039,3,-3.40822199659912,9.0,-14.39176398705272,16.738802,2.0,-3.568433301038069,8.230895
16,sr,4,adelantó,525.2884615384615,7.741149,8,-12.639937228160036,3.0,-3.40822199659912,2.321039,9.0,-14.39176398705272,16.738802
16,sr,5,al,478.21153846153845,2.158055,2,-5.2030071867437115,8.0,-12.639937228160036,7.741149,3.0,-3.40822199659912,2.321039
16,sr,6,camionero,1042.25,5.483578,9,-13.333084408719982,2.0,-5.2030071867437115,2.158055,8.0,-12.639937228160036,7.741149
16,sr,7,viajaba,768.0961538461538,11.502709,7,-12.480509491231933,9.0,-13.333084408719982,5.483578,2.0,-5.2030071867437115,2.158055
16,sr,8,hacia,551.0,4.208063,5,-7.851931214345828,7.0,-12.480509491231933,11.502709,9.0,-13.333084408719982,5.483578
16,sr,9,el,478.4230769230769,1.174297,2,-3.568433301038069,5.0,-7.851931214345828,4.208063,7.0,-12.480509491231933,11.502709
16,sr,10,camping.,761.9807692307693,11.980644,8,-12.986958740398125,2.0,-3.568433301038069,1.174297,5.0,-7.851931214345828,4.208063
16,tor,1,El,351.3076923076923,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
16,tor,2,motorista,514.4423076923077,16.738802,9,-14.39176398705272,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
16,tor,3,al,429.2692307692308,5.425626,2,-5.2030071867437115,9.0,-14.39176398705272,16.738802,2.0,-3.568433301038069,8.230895
16,tor,4,que,400.0,1.957641,3,-3.40822199659912,2.0,-5.2030071867437115,5.425626,9.0,-14.39176398705272,16.738802
16,tor,5,el,429.86538461538464,4.011117,2,-3.568433301038069,3.0,-3.40822199659912,1.957641,2.0,-5.2030071867437115,5.425626
16,tor,6,camionero,606.25,7.36507,9,-13.333084408719982,2.0,-3.568433301038069,4.011117,3.0,-3.40822199659912,1.957641
16,tor,7,adelantó,891.9423076923077,7.423932,8,-12.639937228160036,9.0,-13.333084408719982,7.36507,2.0,-3.568433301038069,4.011117
16,tor,8,viajaba,993.7692307692307,10.2799,7,-12.480509491231933,8.0,-12.639937228160036,7.423932,9.0,-13.333084408719982,7.36507
16,tor,9,hacia,473.46153846153845,3.512655,5,-7.851931214345828,7.0,-12.480509491231933,10.2799,8.0,-12.639937228160036,7.423932
16,tor,10,el,466.5769230769231,1.617266,2,-3.568433301038069,5.0,-7.851931214345828,3.512655,7.0,-12.480509491231933,10.2799
16,tor,11,camping.,610.0,10.504979,8,-12.986958740398125,2.0,-3.568433301038069,1.617266,5.0,-7.851931214345828,3.512655
17,orsi,1,El,382.9836065573771,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
17,orsi,2,traficante,479.2950819672131,14.356902,10,-13.42346847018825,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
17,orsi,3,al,414.4590163934426,6.95279,2,-5.2030071867437115,10.0,-13.42346847018825,14.356902,2.0,-3.568433301038069,8.230895
17,orsi,4,que,387.344262295082,1.559224,3,-3.40822199659912,2.0,-5.2030071867437115,6.95279,10.0,-13.42346847018825,14.356902
17,orsi,5,delató,574.1639344262295,9.952055,6,-14.82886300268156,3.0,-3.40822199659912,1.559224,2.0,-5.2030071867437115,6.95279
17,orsi,6,el,436.88524590163934,1.716275,2,-3.568433301038069,6.0,-14.82886300268156,9.952055,3.0,-3.40822199659912,1.559224
17,orsi,7,cómplice,938.4918032786885,6.359597,8,-11.812680118656278,2.0,-3.568433301038069,1.716275,6.0,-14.82886300268156,9.952055
17,orsi,8,escapó,782.2786885245902,9.120356,6,-11.973374881411152,8.0,-11.812680118656278,6.359597,2.0,-3.568433301038069,1.716275
17,orsi,9,de,484.1475409836066,1.061536,2,-2.739540868193581,6.0,-11.973374881411152,9.120356,8.0,-11.812680118656278,6.359597
17,orsi,10,la,429.1475409836066,0.454527,2,-3.315937537711332,2.0,-2.739540868193581,1.061536,6.0,-11.973374881411152,9.120356
17,orsi,11,cárcel.,759.4590163934427,0.479203,7,-9.76372561016097,2.0,-3.315937537711332,0.454527,2.0,-2.739540868193581,1.061536
17,sr,1,El,385.01612903225805,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
17,sr,2,traficante,441.9193548387097,14.356902,10,-13.42346847018825,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
17,sr,3,que,397.9516129032258,4.991399,3,-3.40822199659912,10.0,-13.42346847018825,14.356902,2.0,-3.568433301038069,8.230895
17,sr,4,delató,469.69354838709677,7.124656,6,-14.82886300268156,3.0,-3.40822199659912,4.991399,10.0,-13.42346847018825,14.356902
17,sr,5,al,402.3225806451613,1.705726,2,-5.2030071867437115,6.0,-14.82886300268156,7.124656,3.0,-3.40822199659912,4.991399
17,sr,6,cómplice,704.3387096774194,8.150927,8,-11.812680118656278,2.0,-5.2030071867437115,1.705726,6.0,-14.82886300268156,7.124656
17,sr,7,escapó,584.6774193548387,10.977834,6,-11.973374881411152,8.0,-11.812680118656278,8.150927,2.0,-5.2030071867437115,1.705726
17,sr,8,de,427.85483870967744,0.973578,2,-2.739540868193581,6.0,-11.973374881411152,10.977834,8.0,-11.812680118656278,8.150927
17,sr,9,la,423.1774193548387,0.56113,2,-3.315937537711332,2.0,-2.739540868193581,0.973578,6.0,-11.973374881411152,10.977834
17,sr,10,cárcel.,838.3064516129032,0.391023,7,-9.76372561016097,2.0,-3.315937537711332,0.56113,2.0,-2.739540868193581,0.973578
17,tor,1,El,424.22727272727275,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
17,tor,2,traficante,492.09090909090907,14.356902,10,-13.42346847018825,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
17,tor,3,al,456.75,6.95279,2,-5.2030071867437115,10.0,-13.42346847018825,14.356902,2.0,-3.568433301038069,8.230895
17,tor,4,que,415.6136363636364,1.559224,3,-3.40822199659912,2.0,-5.2030071867437115,6.95279,10.0,-13.42346847018825,14.356902
17,tor,5,el,424.3863636363636,3.51658,2,-3.568433301038069,3.0,-3.40822199659912,1.559224,2.0,-5.2030071867437115,6.95279
17,tor,6,cómplice,582.9090909090909,10.5124,8,-11.812680118656278,2.0,-3.568433301038069,3.51658,3.0,-3.40822199659912,1.559224
17,tor,7,delató,1541.8181818181818,11.970455,6,-14.82886300268156,8.0,-11.812680118656278,10.5124,2.0,-3.568433301038069,3.51658
17,tor,8,escapó,680.0454545454545,9.369268,6,-11.973374881411152,6.0,-14.82886300268156,11.970455,8.0,-11.812680118656278,10.5124
17,tor,9,de,459.8863636363636,0.871822,2,-2.739540868193581,6.0,-11.973374881411152,9.369268,6.0,-14.82886300268156,11.970455
17,tor,10,la,602.7045454545455,0.490685,2,-3.315937537711332,2.0,-2.739540868193581,0.871822,6.0,-11.973374881411152,9.369268
17,tor,11,cárcel.,1055.1627906976744,0.501698,7,-9.76372561016097,2.0,-3.315937537711332,0.490685,2.0,-2.739540868193581,0.871822
18,orsi,1,El,376.3958333333333,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
18,orsi,2,fotógrafo,479.7916666666667,12.503085,9,-11.399596779663225,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
18,orsi,3,al,466.2291666666667,6.314023,2,-5.2030071867437115,9.0,-11.399596779663225,12.503085,2.0,-3.568433301038069,8.230895
18,orsi,4,que,416.1041666666667,1.765089,3,-3.40822199659912,2.0,-5.2030071867437115,6.314023,9.0,-11.399596779663225,12.503085
18,orsi,5,admira,586.4375,8.609903,6,-12.965359628594664,3.0,-3.40822199659912,1.765089,2.0,-5.2030071867437115,6.314023
18,orsi,6,el,504.375,2.801038,2,-3.568433301038069,6.0,-12.965359628594664,8.609903,3.0,-3.40822199659912,1.765089
18,orsi,7,pintor,851.1458333333334,5.844483,6,-11.330603908176274,2.0,-3.568433301038069,2.801038,6.0,-12.965359628594664,8.609903
18,orsi,8,expuso,822.2291666666666,14.119114,6,-11.995811720046976,6.0,-11.330603908176274,5.844483,2.0,-3.568433301038069,2.801038
18,orsi,9,en,453.0,1.225486,2,-3.568433301038069,6.0,-11.995811720046976,14.119114,6.0,-11.330603908176274,5.844483
18,orsi,10,la,465.8333333333333,1.796515,2,-3.315937537711332,2.0,-3.568433301038069,1.225486,6.0,-11.995811720046976,14.119114
18,orsi,11,galería.,838.125,2.335602,8,-10.752119635936468,2.0,-3.315937537711332,1.796515,2.0,-3.568433301038069,1.225486
18,sr,1,El,389.22222222222223,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
18,sr,2,fotógrafo,520.3888888888889,12.503085,9,-11.399596779663225,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
18,sr,3,que,485.44444444444446,3.856641,3,-3.40822199659912,9.0,-11.399596779663225,12.503085,2.0,-3.568433301038069,8.230895
18,sr,4,admira,503.64814814814815,9.949315,6,-12.965359628594664,3.0,-3.40822199659912,3.856641,9.0,-11.399596779663225,12.503085
18,sr,5,al,483.5925925925926,3.091267,2,-5.2030071867437115,6.0,-12.965359628594664,9.949315,3.0,-3.40822199659912,3.856641
18,sr,6,pintor,804.5925925925926,4.586871,6,-11.330603908176274,2.0,-5.2030071867437115,3.091267,6.0,-12.965359628594664,9.949315
18,sr,7,expuso,847.6296296296297,13.795249,6,-11.995811720046976,6.0,-11.330603908176274,4.586871,2.0,-5.2030071867437115,3.091267
18,sr,8,en,497.9259259259259,1.390001,2,-3.568433301038069,6.0,-11.995811720046976,13.795249,6.0,-11.330603908176274,4.586871
18,sr,9,la,475.1111111111111,1.671502,2,-3.315937537711332,2.0,-3.568433301038069,1.390001,6.0,-11.995811720046976,13.795249
18,sr,10,galería.,767.7037037037037,2.316029,8,-10.752119635936468,2.0,-3.315937537711332,1.671502,2.0,-3.568433301038069,1.390001
18,tor,1,El,398.74545454545455,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
18,tor,2,fotógrafo,498.1818181818182,12.503085,9,-11.399596779663225,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
18,tor,3,al,435.41818181818184,6.314023,2,-5.2030071867437115,9.0,-11.399596779663225,12.503085,2.0,-3.568433301038069,8.230895
18,tor,4,que,402.8545454545455,1.765089,3,-3.40822199659912,2.0,-5.2030071867437115,6.314023,9.0,-11.399596779663225,12.503085
18,tor,5,el,425.6909090909091,3.672313,2,-3.568433301038069,3.0,-3.40822199659912,1.765089,2.0,-5.2030071867437115,6.314023
18,tor,6,pintor,685.5636363636364,5.824778,6,-11.330603908176274,2.0,-3.568433301038069,3.672313,3.0,-3.40822199659912,1.765089
18,tor,7,admira,1074.9636363636364,6.999246,6,-12.965359628594664,6.0,-11.330603908176274,5.824778,2.0,-3.568433301038069,3.672313
18,tor,8,expuso,699.0181818181818,13.228396,6,-11.995811720046976,6.0,-12.965359628594664,6.999246,6.0,-11.330603908176274,5.824778
18,tor,9,en,448.8363636363636,1.634515,2,-3.568433301038069,6.0,-11.995811720046976,13.228396,6.0,-12.965359628594664,6.999246
18,tor,10,la,417.1818181818182,1.655231,2,-3.315937537711332,2.0,-3.568433301038069,1.634515,6.0,-11.995811720046976,13.228396
18,tor,11,galería.,755.5636363636364,2.047255,8,-10.752119635936468,2.0,-3.315937537711332,1.655231,2.0,-3.568433301038069,1.634515
19,orsi,1,El,368.625,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
19,orsi,2,vigilante,469.65625,12.123733,9,-12.340747548856775,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
19,orsi,3,al,401.421875,6.25684,2,-5.2030071867437115,9.0,-12.340747548856775,12.123733,2.0,-3.568433301038069,8.230895
19,orsi,4,que,389.515625,2.726181,3,-3.40822199659912,2.0,-5.2030071867437115,6.25684,9.0,-12.340747548856775,12.123733
19,orsi,5,lesionó,474.46875,11.709495,7,-13.720200378159948,3.0,-3.40822199659912,2.726181,2.0,-5.2030071867437115,6.25684
19,orsi,6,el,433.375,2.789482,2,-3.568433301038069,7.0,-13.720200378159948,11.709495,3.0,-3.40822199659912,2.726181
19,orsi,7,atracador,1026.265625,10.995094,9,-15.31161978509137,2.0,-3.568433301038069,2.789482,7.0,-13.720200378159948,11.709495
19,orsi,8,testificó,617.625,11.505361,9,-14.36889579614906,9.0,-15.31161978509137,10.995094,2.0,-3.568433301038069,2.789482
19,orsi,9,para,444.015625,5.404685,4,-4.78909302414902,9.0,-14.36889579614906,11.505361,9.0,-15.31161978509137,10.995094
19,orsi,10,la,416.828125,1.209861,2,-3.315937537711332,4.0,-4.78909302414902,5.404685,9.0,-14.36889579614906,11.505361
19,orsi,11,policía.,718.71875,1.937448,8,-8.563237129917644,2.0,-3.315937537711332,1.209861,4.0,-4.78909302414902,5.404685
19,sr,1,El,400.62,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
19,sr,2,vigilante,456.36,12.123733,9,-12.340747548856775,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
19,sr,3,que,470.34,4.578084,3,-3.40822199659912,9.0,-12.340747548856775,12.123733,2.0,-3.568433301038069,8.230895
19,sr,4,lesionó,542.2,11.494265,7,-13.720200378159948,3.0,-3.40822199659912,4.578084,9.0,-12.340747548856775,12.123733
19,sr,5,al,459.22,2.788305,2,-5.2030071867437115,7.0,-13.720200378159948,11.494265,3.0,-3.40822199659912,4.578084
19,sr,6,atracador,661.9,8.113821,9,-15.31161978509137,2.0,-5.2030071867437115,2.788305,7.0,-13.720200378159948,11.494265
19,sr,7,testificó,691.66,11.182403,9,-14.36889579614906,9.0,-15.31161978509137,8.113821,2.0,-5.2030071867437115,2.788305
19,sr,8,para,569.22,5.247162,4,-4.78909302414902,9.0,-14.36889579614906,11.182403,9.0,-15.31161978509137,8.113821
19,sr,9,la,517.26,1.287819,2,-3.315937537711332,4.0,-4.78909302414902,5.247162,9.0,-14.36889579614906,11.182403
19,sr,10,policía.,829.3,1.928658,8,-8.563237129917644,2.0,-3.315937537711332,1.287819,4.0,-4.78909302414902,5.247162
19,tor,1,El,371.24444444444447,8.230895,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
19,tor,2,vigilante,481.4,12.123733,9,-12.340747548856775,2.0,-3.568433301038069,8.230895,0.0,0.0,0.0
19,tor,3,al,382.4888888888889,6.25684,2,-5.2030071867437115,9.0,-12.340747548856775,12.123733,2.0,-3.568433301038069,8.230895
19,tor,4,que,406.8666666666667,2.726181,3,-3.40822199659912,2.0,-5.2030071867437115,6.25684,9.0,-12.340747548856775,12.123733
19,tor,5,el,432.9111111111111,3.327198,2,-3.568433301038069,3.0,-3.40822199659912,2.726181,2.0,-5.2030071867437115,6.25684
19,tor,6,atracador,505.6222222222222,10.05259,9,-15.31161978509137,2.0,-3.568433301038069,3.327198,3.0,-3.40822199659912,2.726181
19,tor,7,lesionó,931.5333333333333,10.03786,7,-13.720200378159948,9.0,-15.31161978509137,10.05259,2.0,-3.568433301038069,3.327198
19,tor,8,testificó,1133.3333333333333,12.293768,9,-14.36889579614906,7.0,-13.720200378159948,10.03786,9.0,-15.31161978509137,10.05259
19,tor,9,para,437.46666666666664,5.258862,4,-4.78909302414902,9.0,-14.36889579614906,12.293768,7.0,-13.720200378159948,10.03786
19,tor,10,la,441.53333333333336,1.335539,2,-3.315937537711332,4.0,-4.78909302414902,5.258862,9.0,-14.36889579614906,12.293768
19,tor,11,policía.,871.1555555555556,1.227043,8,-8.563237129917644,2.0,-3.315937537711332,1.335539,4.0,-4.78909302414902,5.258862
20,orsi,1,El,356.85714285714283,8.230893,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
20,orsi,2,policía,430.9591836734694,13.547756,7,-8.563237129917644,2.0,-3.568433301038069,8.230893,0.0,0.0,0.0
20,orsi,3,al,391.38775510204084,5.226723,2,-5.2030071867437115,7.0,-8.563237129917644,13.547756,2.0,-3.568433301038069,8.230893
20,orsi,4,que,387.6938775510204,0.827312,3,-3.40822199659912,2.0,-5.2030071867437115,5.226723,7.0,-8.563237129917644,13.547756
20,orsi,5,criticó,498.9591836734694,7.427615,7,-12.157282481360742,3.0,-3.40822199659912,0.827312,2.0,-5.2030071867437115,5.226723
20,orsi,6,el,543.5918367346939,2.088719,2,-3.568433301038069,7.0,-12.157282481360742,7.427615,3.0,-3.40822199659912,0.827312
20,orsi,7,comisario,962.1224489795918,7.60033,9,-11.464135300800796,2.0,-3.568433301038069,2.088719,7.0,-12.157282481360742,7.427615
20,orsi,8,vive,787.6122448979592,11.300997,4,-9.16155020780675,9.0,-11.464135300800796,7.60033,2.0,-3.568433301038069,2.088719
20,orsi,9,en,522.5918367346939,0.476727,2,-3.568433301038069,4.0,-9.16155020780675,11.300997,9.0,-11.464135300800796,7.60033
20,orsi,10,el,442.0204081632653,2.116233,2,-3.568433301038069,2.0,-3.568433301038069,0.476727,4.0,-9.16155020780675,11.300997
20,orsi,11,barrio.,661.0408163265306,2.19425,7,-9.5556515572646,2.0,-3.568433301038069,2.116233,2.0,-3.568433301038069,0.476727
20,sr,1,El,478.6666666666667,8.230893,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
20,sr,2,policía,475.77777777777777,13.547756,7,-8.563237129917644,2.0,-3.568433301038069,8.230893,0.0,0.0,0.0
20,sr,3,que,385.8333333333333,2.231592,3,-3.40822199659912,7.0,-8.563237129917644,13.547756,2.0,-3.568433301038069,8.230893
20,sr,4,criticó,510.1111111111111,8.872974,7,-12.157282481360742,3.0,-3.40822199659912,2.231592,7.0,-8.563237129917644,13.547756
20,sr,5,al,410.94444444444446,1.828638,2,-5.2030071867437115,7.0,-12.157282481360742,8.872974,3.0,-3.40822199659912,2.231592
20,sr,6,comisario,616.5,7.265965,9,-11.464135300800796,2.0,-5.2030071867437115,1.828638,7.0,-12.157282481360742,8.872974
20,sr,7,vive,695.7222222222222,11.189337,4,-9.16155020780675,9.0,-11.464135300800796,7.265965,2.0,-5.2030071867437115,1.828638
20,sr,8,en,523.7777777777778,0.983981,2,-3.568433301038069,4.0,-9.16155020780675,11.189337,9.0,-11.464135300800796,7.265965
20,sr,9,el,430.3888888888889,2.295408,2,-3.568433301038069,2.0,-3.568433301038069,0.983981,4.0,-9.16155020780675,11.189337
20,sr,10,barrio.,980.0555555555555,2.537721,7,-9.5556515572646,2.0,-3.568433301038069,2.295408,2.0,-3.568433301038069,0.983981
20,tor,1,El,450.84615384615387,8.230893,2,-3.568433301038069,0.0,0.0,0.0,0.0,0.0,0.0
20,tor,2,policía,446.03846153846155,13.547756,7,-8.563237129917644,2.0,-3.568433301038069,8.230893,0.0,0.0,0.0
20,tor,3,al,419.46153846153845,5.226723,2,-5.2030071867437115,7.0,-8.563237129917644,13.547756,2.0,-3.568433301038069,8.230893
20,tor,4,que,398.75,0.827312,3,-3.40822199659912,2.0,-5.2030071867437115,5.226723,7.0,-8.563237129917644,13.547756
20,tor,5,el,445.4230769230769,3.664856,2,-3.568433301038069,3.0,-3.40822199659912,0.827312,2.0,-5.2030071867437115,5.226723
20,tor,6,comisario,599.9038461538462,6.220564,9,-11.464135300800796,2.0,-3.568433301038069,3.664856,3.0,-3.40822199659912,0.827312
20,tor,7,criticó,895.6538461538462,9.392173,7,-12.157282481360742,9.0,-11.464135300800796,6.220564,2.0,-3.568433301038069,3.664856
20,tor,8,vive,954.1153846153846,9.474835,4,-9.16155020780675,7.0,-12.157282481360742,9.392173,9.0,-11.464135300800796,6.220564
20,tor,9,en,531.7884615384615,0.509358,2,-3.568433301038069,4.0,-9.16155020780675,9.474835,7.0,-12.157282481360742,9.392173
20,tor,10,el,466.2692307692308,2.054357,2,-3.568433301038069,2.0,-3.568433301038069,0.509358,4.0,-9.16155020780675,9.474835
20,tor,11,barrio.,819.3725490196078,1.971163,7,-9.5556515572646,2.0,-3.568433301038069,2.054357,2.0,-3.568433301038069,0.509358
